"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","site","half","Tminbelow10","transect"
"47",2013,8,5,29.5,9.5,"ibut",2013-08-05,29.5,10,9.75,"L",1,1,"HB"
"57",2013,8,6,33,7,"ibut",2013-08-06,30,10,10,"L",1,1,"HB"
"67",2013,8,7,30.5,9,"ibut",2013-08-07,30,10,10,"L",1,1,"HB"
"77",2013,8,8,16.5,12.5,"ibut",2013-08-08,16.5,12.5,4.5,"L",1,0,"HB"
"87",2013,8,9,28.5,12,"ibut",2013-08-09,28.5,12,10.25,"L",1,0,"HB"
"97",2013,8,10,31,10.5,"ibut",2013-08-10,30,10.5,10.25,"L",1,0,"HB"
"107",2013,8,11,32.5,9.5,"ibut",2013-08-11,30,10,10,"L",1,1,"HB"
"117",2013,8,12,30.5,9,"ibut",2013-08-12,30,10,10,"L",1,1,"HB"
"127",2013,8,13,26.5,8,"ibut",2013-08-13,26.5,10,8.25,"L",1,1,"HB"
"138",2013,8,14,30.5,8.5,"ibut",2013-08-14,30,10,10,"L",1,1,"HB"
"149",2013,8,15,29.5,9.5,"ibut",2013-08-15,29.5,10,9.75,"L",1,1,"HB"
"160",2013,8,16,32,9.5,"ibut",2013-08-16,30,10,10,"L",2,1,"HB"
"171",2013,8,17,31.5,11.5,"ibut",2013-08-17,30,11.5,10.75,"L",2,0,"HB"
"182",2013,8,18,32,10.5,"ibut",2013-08-18,30,10.5,10.25,"L",2,0,"HB"
"193",2013,8,19,32,9.5,"ibut",2013-08-19,30,10,10,"L",2,1,"HB"
"204",2013,8,20,32,7,"ibut",2013-08-20,30,10,10,"L",2,1,"HB"
"215",2013,8,21,31,6,"ibut",2013-08-21,30,10,10,"L",2,1,"HB"
"226",2013,8,22,34,6,"ibut",2013-08-22,30,10,10,"L",2,1,"HB"
"237",2013,8,23,30.5,8.5,"ibut",2013-08-23,30,10,10,"L",2,1,"HB"
"248",2013,8,24,34.5,8,"ibut",2013-08-24,30,10,10,"L",2,1,"HB"
"259",2013,8,25,31,10.5,"ibut",2013-08-25,30,10.5,10.25,"L",2,0,"HB"
"270",2013,8,26,31,10,"ibut",2013-08-26,30,10,10,"L",2,0,"HB"
"281",2013,8,27,31.5,7,"ibut",2013-08-27,30,10,10,"L",2,1,"HB"
"292",2013,8,28,28.5,7.5,"ibut",2013-08-28,28.5,10,9.25,"L",2,1,"HB"
"302",2013,8,29,32,8,"ibut",2013-08-29,30,10,10,"L",2,1,"HB"
"312",2013,8,30,29.5,8,"ibut",2013-08-30,29.5,10,9.75,"L",2,1,"HB"
"320",2013,8,31,28.5,5.5,"ibut",2013-08-31,28.5,10,9.25,"L",2,1,"HB"
"8",2013,9,1,32.5,5.5,"ibut",2013-09-01,30,10,10,"L",1,1,"HB"
"18",2013,9,2,25,9,"ibut",2013-09-02,25,10,7.5,"L",1,1,"HB"
"28",2013,9,3,26,10.5,"ibut",2013-09-03,26,10.5,8.25,"L",1,0,"HB"
"38",2013,9,4,11,9,"ibut",2013-09-04,11,10,0.5,"L",1,1,"HB"
"512",2010,10,13,6.026,2.85,"hobo",2010-10-13,10,10,0,"L",1,1,"HB"
"553",2010,10,14,13.882,1.208,"hobo",2010-10-14,13.882,10,1.941,"L",1,1,"HB"
"594",2010,10,15,5.231,3.009,"hobo",2010-10-15,10,10,0,"L",1,1,"HB"
"635",2010,10,16,3.354,0.577,"hobo",2010-10-16,10,10,0,"L",2,1,"HB"
"676",2010,10,17,7.72,-0.591,"hobo",2010-10-17,10,10,0,"L",2,1,"HB"
"717",2010,10,18,7.469,-0.311,"hobo",2010-10-18,10,10,0,"L",2,1,"HB"
"758",2010,10,19,11.346,1.371,"hobo",2010-10-19,11.346,10,0.673,"L",2,1,"HB"
"799",2010,10,20,12.727,1.398,"hobo",2010-10-20,12.727,10,1.3635,"L",2,1,"HB"
"840",2010,10,21,13.209,2.557,"hobo",2010-10-21,13.209,10,1.6045,"L",2,1,"HB"
"881",2010,10,22,9.928,1.994,"hobo",2010-10-22,10,10,0,"L",2,1,"HB"
"922",2010,10,23,9.805,1.208,"hobo",2010-10-23,10,10,0,"L",2,1,"HB"
"963",2010,10,24,8.668,1.832,"hobo",2010-10-24,10,10,0,"L",2,1,"HB"
"1004",2010,10,25,6.813,2.77,"hobo",2010-10-25,10,10,0,"L",2,1,"HB"
"1045",2010,10,26,4.869,2.557,"hobo",2010-10-26,10,10,0,"L",2,1,"HB"
"1086",2010,10,27,8.419,-0.171,"hobo",2010-10-27,10,10,0,"L",2,1,"HB"
"1127",2010,10,28,5.282,0.079,"hobo",2010-10-28,10,10,0,"L",2,1,"HB"
"1165",2010,10,29,7.419,0.107,"hobo",2010-10-29,10,10,0,"L",2,1,"HB"
"1202",2010,10,30,7.444,-0.817,"hobo",2010-10-30,10,10,0,"L",2,1,"HB"
"1230",2010,10,31,7.82,-0.004,"hobo",2010-10-31,10,10,0,"L",2,1,"HB"
"3410",2010,11,1,9.903,0.246,"hobo",2010-11-01,10,10,0,"L",1,1,"HB"
"7510",2010,11,2,9.238,1.153,"hobo",2010-11-02,10,10,0,"L",1,1,"HB"
"11610",2010,11,3,8.792,-0.62,"hobo",2010-11-03,10,10,0,"L",1,1,"HB"
"1571",2010,11,4,10.98,-0.255,"hobo",2010-11-04,10.98,10,0.49,"L",1,1,"HB"
"1981",2010,11,5,11.029,1.697,"hobo",2010-11-05,11.029,10,0.5145,"L",1,1,"HB"
"2381",2010,11,6,10.051,0.412,"hobo",2010-11-06,10.051,10,0.025500000000001,"L",1,1,"HB"
"2781",2010,11,7,9.509,1.94,"hobo",2010-11-07,10,10,0,"L",1,1,"HB"
"3181",2010,11,8,3.749,2.396,"hobo",2010-11-08,10,10,0,"L",1,1,"HB"
"358",2010,11,9,3.749,-0.479,"hobo",2010-11-09,10,10,0,"L",1,1,"HB"
"398",2010,11,10,2.584,-1.128,"hobo",2010-11-10,10,10,0,"L",1,1,"HB"
"437",2010,11,11,1.859,-1.498,"hobo",2010-11-11,10,10,0,"L",1,1,"HB"
"476",2010,11,12,3.38,-0.873,"hobo",2010-11-12,10,10,0,"L",1,1,"HB"
"516",2010,11,13,2.69,-1.413,"hobo",2010-11-13,10,10,0,"L",1,1,"HB"
"557",2010,11,14,5.437,-0.507,"hobo",2010-11-14,10,10,0,"L",1,1,"HB"
"598",2010,11,15,6.509,-0.817,"hobo",2010-11-15,10,10,0,"L",1,1,"HB"
"639",2010,11,16,1.18,0.605,"hobo",2010-11-16,10,10,0,"L",2,1,"HB"
"680",2010,11,17,0.715,0.218,"hobo",2010-11-17,10,10,0,"L",2,1,"HB"
"721",2010,11,18,0.218,-0.032,"hobo",2010-11-18,10,10,0,"L",2,1,"HB"
"762",2010,11,19,-0.088,-0.367,"hobo",2010-11-19,10,10,0,"L",2,1,"HB"
"803",2010,11,20,-0.171,-0.451,"hobo",2010-11-20,10,10,0,"L",2,1,"HB"
"844",2010,11,21,-0.199,-0.451,"hobo",2010-11-21,10,10,0,"L",2,1,"HB"
"885",2010,11,22,-0.283,-0.423,"hobo",2010-11-22,10,10,0,"L",2,1,"HB"
"926",2010,11,23,-0.395,-0.563,"hobo",2010-11-23,10,10,0,"L",2,1,"HB"
"967",2010,11,24,-0.451,-0.789,"hobo",2010-11-24,10,10,0,"L",2,1,"HB"
"1008",2010,11,25,-0.116,-0.591,"hobo",2010-11-25,10,10,0,"L",2,1,"HB"
"1049",2010,11,26,-0.032,-0.227,"hobo",2010-11-26,10,10,0,"L",2,1,"HB"
"1090",2010,11,27,-0.227,-0.507,"hobo",2010-11-27,10,10,0,"L",2,1,"HB"
"1131",2010,11,28,-0.171,-0.479,"hobo",2010-11-28,10,10,0,"L",2,1,"HB"
"1169",2010,11,29,-0.283,-0.563,"hobo",2010-11-29,10,10,0,"L",2,1,"HB"
"1206",2010,11,30,-0.116,-0.479,"hobo",2010-11-30,10,10,0,"L",2,1,"HB"
"3810",2010,12,1,-0.143,-0.395,"hobo",2010-12-01,10,10,0,"L",1,1,"HB"
"7910",2010,12,2,-0.283,-0.507,"hobo",2010-12-02,10,10,0,"L",1,1,"HB"
"12010",2010,12,3,-0.367,-0.62,"hobo",2010-12-03,10,10,0,"L",1,1,"HB"
"1611",2010,12,4,-0.591,-0.986,"hobo",2010-12-04,10,10,0,"L",1,1,"HB"
"2021",2010,12,5,-0.591,-1.185,"hobo",2010-12-05,10,10,0,"L",1,1,"HB"
"2421",2010,12,6,-0.339,-1.071,"hobo",2010-12-06,10,10,0,"L",1,1,"HB"
"2821",2010,12,7,-0.227,-0.789,"hobo",2010-12-07,10,10,0,"L",1,1,"HB"
"3221",2010,12,8,-0.116,-0.283,"hobo",2010-12-08,10,10,0,"L",1,1,"HB"
"362",2010,12,9,-0.116,-0.451,"hobo",2010-12-09,10,10,0,"L",1,1,"HB"
"402",2010,12,10,-0.563,-0.986,"hobo",2010-12-10,10,10,0,"L",1,1,"HB"
"441",2010,12,11,-0.563,-1.185,"hobo",2010-12-11,10,10,0,"L",1,1,"HB"
"480",2010,12,12,-0.171,-0.676,"hobo",2010-12-12,10,10,0,"L",1,1,"HB"
"520",2010,12,13,-0.004,-0.171,"hobo",2010-12-13,10,10,0,"L",1,1,"HB"
"561",2010,12,14,-0.06,-0.283,"hobo",2010-12-14,10,10,0,"L",1,1,"HB"
"602",2010,12,15,-0.199,-0.732,"hobo",2010-12-15,10,10,0,"L",1,1,"HB"
"643",2010,12,16,-0.535,-1.242,"hobo",2010-12-16,10,10,0,"L",2,1,"HB"
"684",2010,12,17,-0.704,-1.27,"hobo",2010-12-17,10,10,0,"L",2,1,"HB"
"725",2010,12,18,-0.732,-1.242,"hobo",2010-12-18,10,10,0,"L",2,1,"HB"
"766",2010,12,19,-0.902,-1.384,"hobo",2010-12-19,10,10,0,"L",2,1,"HB"
"807",2010,12,20,-1.1,-1.413,"hobo",2010-12-20,10,10,0,"L",2,1,"HB"
"848",2010,12,21,-0.648,-1.641,"hobo",2010-12-21,10,10,0,"L",2,1,"HB"
"889",2010,12,22,-0.676,-1.556,"hobo",2010-12-22,10,10,0,"L",2,1,"HB"
"930",2010,12,23,-0.535,-1.185,"hobo",2010-12-23,10,10,0,"L",2,1,"HB"
"971",2010,12,24,-0.451,-1.299,"hobo",2010-12-24,10,10,0,"L",2,1,"HB"
"1012",2010,12,25,-0.088,-0.732,"hobo",2010-12-25,10,10,0,"L",2,1,"HB"
"1053",2010,12,26,-0.06,-0.283,"hobo",2010-12-26,10,10,0,"L",2,1,"HB"
"1094",2010,12,27,-0.395,-1.756,"hobo",2010-12-27,10,10,0,"L",2,1,"HB"
"1135",2010,12,28,-0.62,-2.305,"hobo",2010-12-28,10,10,0,"L",2,1,"HB"
"1173",2010,12,29,-0.789,-1.67,"hobo",2010-12-29,10,10,0,"L",2,1,"HB"
"1210",2010,12,30,-0.873,-1.27,"hobo",2010-12-30,10,10,0,"L",2,1,"HB"
"1234",2010,12,31,-1.242,-1.67,"hobo",2010-12-31,10,10,0,"L",2,1,"HB"
"1299",2011,1,1,-0.93,-1.441,"hobo",2011-01-01,10,10,0,"L",1,1,"HB"
"4210",2011,1,2,-0.732,-1.213,"hobo",2011-01-02,10,10,0,"L",1,1,"HB"
"8310",2011,1,3,-0.93,-1.527,"hobo",2011-01-03,10,10,0,"L",1,1,"HB"
"12410",2011,1,4,-0.845,-1.556,"hobo",2011-01-04,10,10,0,"L",1,1,"HB"
"1651",2011,1,5,-0.62,-0.986,"hobo",2011-01-05,10,10,0,"L",1,1,"HB"
"2061",2011,1,6,-0.395,-0.76,"hobo",2011-01-06,10,10,0,"L",1,1,"HB"
"2461",2011,1,7,-0.563,-1.299,"hobo",2011-01-07,10,10,0,"L",1,1,"HB"
"2861",2011,1,8,-0.789,-1.071,"hobo",2011-01-08,10,10,0,"L",1,1,"HB"
"326",2011,1,9,-0.817,-0.958,"hobo",2011-01-09,10,10,0,"L",1,1,"HB"
"366",2011,1,10,-0.958,-1.213,"hobo",2011-01-10,10,10,0,"L",1,1,"HB"
"406",2011,1,11,-1.242,-1.556,"hobo",2011-01-11,10,10,0,"L",1,1,"HB"
"445",2011,1,12,-1.242,-1.498,"hobo",2011-01-12,10,10,0,"L",1,1,"HB"
"484",2011,1,13,-1.327,-1.47,"hobo",2011-01-13,10,10,0,"L",1,1,"HB"
"524",2011,1,14,-1.413,-1.527,"hobo",2011-01-14,10,10,0,"L",1,1,"HB"
"565",2011,1,15,-1.185,-1.413,"hobo",2011-01-15,10,10,0,"L",1,1,"HB"
"606",2011,1,16,-0.789,-1.185,"hobo",2011-01-16,10,10,0,"L",2,1,"HB"
"647",2011,1,17,-0.986,-1.299,"hobo",2011-01-17,10,10,0,"L",2,1,"HB"
"688",2011,1,18,-0.873,-1.157,"hobo",2011-01-18,10,10,0,"L",2,1,"HB"
"729",2011,1,19,-0.845,-0.958,"hobo",2011-01-19,10,10,0,"L",2,1,"HB"
"770",2011,1,20,-0.676,-0.845,"hobo",2011-01-20,10,10,0,"L",2,1,"HB"
"811",2011,1,21,-0.563,-0.648,"hobo",2011-01-21,10,10,0,"L",2,1,"HB"
"852",2011,1,22,-0.507,-0.563,"hobo",2011-01-22,10,10,0,"L",2,1,"HB"
"893",2011,1,23,-0.451,-0.507,"hobo",2011-01-23,10,10,0,"L",2,1,"HB"
"934",2011,1,24,-0.451,-0.676,"hobo",2011-01-24,10,10,0,"L",2,1,"HB"
"975",2011,1,25,-0.479,-0.62,"hobo",2011-01-25,10,10,0,"L",2,1,"HB"
"1016",2011,1,26,-0.367,-0.479,"hobo",2011-01-26,10,10,0,"L",2,1,"HB"
"1057",2011,1,27,-0.088,-0.367,"hobo",2011-01-27,10,10,0,"L",2,1,"HB"
"1098",2011,1,28,-0.06,-0.088,"hobo",2011-01-28,10,10,0,"L",2,1,"HB"
"1139",2011,1,29,-0.06,-0.116,"hobo",2011-01-29,10,10,0,"L",2,1,"HB"
"1177",2011,1,30,-0.116,-0.227,"hobo",2011-01-30,10,10,0,"L",2,1,"HB"
"1214",2011,1,31,-0.255,-0.423,"hobo",2011-01-31,10,10,0,"L",2,1,"HB"
"5100",2011,2,1,-0.451,-0.591,"hobo",2011-02-01,10,10,0,"L",1,1,"HB"
"4610",2011,2,2,-0.535,-0.62,"hobo",2011-02-02,10,10,0,"L",1,1,"HB"
"8710",2011,2,3,-0.395,-0.507,"hobo",2011-02-03,10,10,0,"L",1,1,"HB"
"12810",2011,2,4,-0.143,-0.395,"hobo",2011-02-04,10,10,0,"L",1,1,"HB"
"1691",2011,2,5,-0.116,-0.116,"hobo",2011-02-05,10,10,0,"L",1,1,"HB"
"2101",2011,2,6,-0.116,-0.116,"hobo",2011-02-06,10,10,0,"L",1,1,"HB"
"2501",2011,2,7,-0.116,-0.116,"hobo",2011-02-07,10,10,0,"L",1,1,"HB"
"2901",2011,2,8,-0.116,-0.395,"hobo",2011-02-08,10,10,0,"L",1,1,"HB"
"330",2011,2,9,-0.423,-0.62,"hobo",2011-02-09,10,10,0,"L",1,1,"HB"
"370",2011,2,10,-0.423,-0.535,"hobo",2011-02-10,10,10,0,"L",1,1,"HB"
"410",2011,2,11,-0.339,-0.395,"hobo",2011-02-11,10,10,0,"L",1,1,"HB"
"449",2011,2,12,-0.171,-0.339,"hobo",2011-02-12,10,10,0,"L",1,1,"HB"
"488",2011,2,13,-0.116,-0.171,"hobo",2011-02-13,10,10,0,"L",1,1,"HB"
"528",2011,2,14,-0.06,-0.143,"hobo",2011-02-14,10,10,0,"L",1,1,"HB"
"569",2011,2,15,-0.06,-0.06,"hobo",2011-02-15,10,10,0,"L",1,1,"HB"
"610",2011,2,16,-0.06,-0.116,"hobo",2011-02-16,10,10,0,"L",2,1,"HB"
"651",2011,2,17,-0.116,-0.311,"hobo",2011-02-17,10,10,0,"L",2,1,"HB"
"692",2011,2,18,-0.311,-0.648,"hobo",2011-02-18,10,10,0,"L",2,1,"HB"
"733",2011,2,19,-0.62,-1.128,"hobo",2011-02-19,10,10,0,"L",2,1,"HB"
"774",2011,2,20,-0.62,-1.242,"hobo",2011-02-20,10,10,0,"L",2,1,"HB"
"815",2011,2,21,-0.62,-0.958,"hobo",2011-02-21,10,10,0,"L",2,1,"HB"
"856",2011,2,22,-0.676,-1.1,"hobo",2011-02-22,10,10,0,"L",2,1,"HB"
"897",2011,2,23,-0.93,-0.958,"hobo",2011-02-23,10,10,0,"L",2,1,"HB"
"938",2011,2,24,-0.93,-1.1,"hobo",2011-02-24,10,10,0,"L",2,1,"HB"
"979",2011,2,25,-1.1,-1.384,"hobo",2011-02-25,10,10,0,"L",2,1,"HB"
"1020",2011,2,26,-1.128,-1.356,"hobo",2011-02-26,10,10,0,"L",2,1,"HB"
"1061",2011,2,27,-1.071,-1.27,"hobo",2011-02-27,10,10,0,"L",2,1,"HB"
"1102",2011,2,28,-1.1,-1.185,"hobo",2011-02-28,10,10,0,"L",2,1,"HB"
"9100",2011,3,1,-1.185,-1.213,"hobo",2011-03-01,10,10,0,"L",1,1,"HB"
"5010",2011,3,2,-1.071,-1.185,"hobo",2011-03-02,10,10,0,"L",1,1,"HB"
"9110",2011,3,3,-0.902,-1.071,"hobo",2011-03-03,10,10,0,"L",1,1,"HB"
"1321",2011,3,4,-0.845,-1.015,"hobo",2011-03-04,10,10,0,"L",1,1,"HB"
"1731",2011,3,5,-0.986,-1.071,"hobo",2011-03-05,10,10,0,"L",1,1,"HB"
"2141",2011,3,6,-0.958,-1.071,"hobo",2011-03-06,10,10,0,"L",1,1,"HB"
"2541",2011,3,7,-1.015,-1.128,"hobo",2011-03-07,10,10,0,"L",1,1,"HB"
"2941",2011,3,8,-0.986,-1.157,"hobo",2011-03-08,10,10,0,"L",1,1,"HB"
"334",2011,3,9,-0.789,-1.071,"hobo",2011-03-09,10,10,0,"L",1,1,"HB"
"374",2011,3,10,-0.143,-0.76,"hobo",2011-03-10,10,10,0,"L",1,1,"HB"
"414",2011,3,11,-0.088,-0.143,"hobo",2011-03-11,10,10,0,"L",1,1,"HB"
"453",2011,3,12,-0.06,-0.088,"hobo",2011-03-12,10,10,0,"L",1,1,"HB"
"492",2011,3,13,-0.06,-0.06,"hobo",2011-03-13,10,10,0,"L",1,1,"HB"
"532",2011,3,14,-0.06,-0.06,"hobo",2011-03-14,10,10,0,"L",1,1,"HB"
"573",2011,3,15,-0.06,-0.06,"hobo",2011-03-15,10,10,0,"L",1,1,"HB"
"614",2011,3,16,-0.06,-0.088,"hobo",2011-03-16,10,10,0,"L",2,1,"HB"
"655",2011,3,17,-0.06,-0.171,"hobo",2011-03-17,10,10,0,"L",2,1,"HB"
"696",2011,3,18,0.079,-2.537,"hobo",2011-03-18,10,10,0,"L",2,1,"HB"
"737",2011,3,19,0.051,-2.16,"hobo",2011-03-19,10,10,0,"L",2,1,"HB"
"778",2011,3,20,-0.06,-0.116,"hobo",2011-03-20,10,10,0,"L",2,1,"HB"
"819",2011,3,21,-0.143,-0.339,"hobo",2011-03-21,10,10,0,"L",2,1,"HB"
"860",2011,3,22,-0.116,-0.535,"hobo",2011-03-22,10,10,0,"L",2,1,"HB"
"901",2011,3,23,-0.06,-0.088,"hobo",2011-03-23,10,10,0,"L",2,1,"HB"
"942",2011,3,24,-0.06,-0.255,"hobo",2011-03-24,10,10,0,"L",2,1,"HB"
"983",2011,3,25,-0.143,-0.451,"hobo",2011-03-25,10,10,0,"L",2,1,"HB"
"1024",2011,3,26,-0.143,-0.367,"hobo",2011-03-26,10,10,0,"L",2,1,"HB"
"1065",2011,3,27,-0.116,-0.283,"hobo",2011-03-27,10,10,0,"L",2,1,"HB"
"1106",2011,3,28,-0.004,-0.311,"hobo",2011-03-28,10,10,0,"L",2,1,"HB"
"1144",2011,3,29,-0.004,-0.93,"hobo",2011-03-29,10,10,0,"L",2,1,"HB"
"1181",2011,3,30,-0.004,-0.395,"hobo",2011-03-30,10,10,0,"L",2,1,"HB"
"1218",2011,3,31,2.77,-0.535,"hobo",2011-03-31,10,10,0,"L",2,1,"HB"
"1310",2011,4,1,3.564,-0.986,"hobo",2011-04-01,10,10,0,"L",1,1,"HB"
"5410",2011,4,2,-0.032,-0.06,"hobo",2011-04-02,10,10,0,"L",1,1,"HB"
"9510",2011,4,3,-0.004,-0.032,"hobo",2011-04-03,10,10,0,"L",1,1,"HB"
"1361",2011,4,4,-0.004,-0.06,"hobo",2011-04-04,10,10,0,"L",1,1,"HB"
"1771",2011,4,5,-0.004,-0.116,"hobo",2011-04-05,10,10,0,"L",1,1,"HB"
"2181",2011,4,6,-0.032,-0.395,"hobo",2011-04-06,10,10,0,"L",1,1,"HB"
"2581",2011,4,7,-0.06,-0.507,"hobo",2011-04-07,10,10,0,"L",1,1,"HB"
"2981",2011,4,8,-0.06,-0.199,"hobo",2011-04-08,10,10,0,"L",1,1,"HB"
"338",2011,4,9,0.55,-1.47,"hobo",2011-04-09,10,10,0,"L",1,1,"HB"
"378",2011,4,10,2.77,-0.76,"hobo",2011-04-10,10,10,0,"L",1,1,"HB"
"418",2011,4,11,5.05,-1.699,"hobo",2011-04-11,10,10,0,"L",1,1,"HB"
"457",2011,4,12,7.519,-2.45,"hobo",2011-04-12,10,10,0,"L",1,1,"HB"
"496",2011,4,13,10.59,-2.305,"hobo",2011-04-13,10.59,10,0.295,"L",1,1,"HB"
"536",2011,4,14,0.079,-0.367,"hobo",2011-04-14,10,10,0,"L",1,1,"HB"
"577",2011,4,15,8.643,-1.413,"hobo",2011-04-15,10,10,0,"L",1,1,"HB"
"618",2011,4,16,-0.004,-0.591,"hobo",2011-04-16,10,10,0,"L",2,1,"HB"
"659",2011,4,17,-0.004,-0.004,"hobo",2011-04-17,10,10,0,"L",2,1,"HB"
"700",2011,4,18,-0.004,-0.535,"hobo",2011-04-18,10,10,0,"L",2,1,"HB"
"741",2011,4,19,-0.004,-1.384,"hobo",2011-04-19,10,10,0,"L",2,1,"HB"
"782",2011,4,20,0.079,-1.157,"hobo",2011-04-20,10,10,0,"L",2,1,"HB"
"823",2011,4,21,5.385,-0.732,"hobo",2011-04-21,10,10,0,"L",2,1,"HB"
"864",2011,4,22,12.268,-2.16,"hobo",2011-04-22,12.268,10,1.134,"L",2,1,"HB"
"905",2011,4,23,15.819,-2.566,"hobo",2011-04-23,15.819,10,2.9095,"L",2,1,"HB"
"946",2011,4,24,17.558,-2.363,"hobo",2011-04-24,17.558,10,3.779,"L",2,1,"HB"
"987",2011,4,25,16.106,-1.641,"hobo",2011-04-25,16.106,10,3.053,"L",2,1,"HB"
"1028",2011,4,26,18.628,-1.327,"hobo",2011-04-26,18.628,10,4.314,"L",2,1,"HB"
"1069",2011,4,27,16.511,-0.311,"hobo",2011-04-27,16.511,10,3.2555,"L",2,1,"HB"
"1110",2011,4,28,10.394,0.218,"hobo",2011-04-28,10.394,10,0.196999999999999,"L",2,1,"HB"
"1148",2011,4,29,1.588,0.522,"hobo",2011-04-29,10,10,0,"L",2,1,"HB"
"1185",2011,4,30,13.281,-1.356,"hobo",2011-04-30,13.281,10,1.6405,"L",2,1,"HB"
"1710",2011,5,1,18.557,-1.47,"hobo",2011-05-01,18.557,10,4.2785,"L",1,1,"HB"
"5810",2011,5,2,15.676,-0.817,"hobo",2011-05-02,15.676,10,2.838,"L",1,1,"HB"
"9910",2011,5,3,16.63,3.009,"hobo",2011-05-03,16.63,10,3.315,"L",1,1,"HB"
"1401",2011,5,4,17.677,0.55,"hobo",2011-05-04,17.677,10,3.8385,"L",1,1,"HB"
"1811",2011,5,5,15.533,3.459,"hobo",2011-05-05,15.533,10,2.7665,"L",1,1,"HB"
"2211",2011,5,6,16.392,0.467,"hobo",2011-05-06,16.392,10,3.196,"L",1,1,"HB"
"2611",2011,5,7,18.319,1.805,"hobo",2011-05-07,18.319,10,4.1595,"L",1,1,"HB"
"3011",2011,5,8,20.079,3.722,"hobo",2011-05-08,20.079,10,5.0395,"L",1,1,"HB"
"341",2011,5,9,18.937,4.037,"hobo",2011-05-09,18.937,10,4.4685,"L",1,1,"HB"
"381",2011,5,10,24.992,1.507,"hobo",2011-05-10,24.992,10,7.496,"L",1,1,"HB"
"421",2011,5,11,22.609,2.903,"hobo",2011-05-11,22.609,10,6.3045,"L",1,1,"HB"
"460",2011,5,12,21.987,4.22,"hobo",2011-05-12,21.987,10,5.9935,"L",1,1,"HB"
"499",2011,5,13,22.202,3.38,"hobo",2011-05-13,22.202,10,6.101,"L",1,1,"HB"
"539",2011,5,14,24.532,5.488,"hobo",2011-05-14,24.532,10,7.266,"L",1,1,"HB"
"580",2011,5,15,13.185,4.402,"hobo",2011-05-15,13.185,10,1.5925,"L",1,1,"HB"
"621",2011,5,16,22.202,4.089,"hobo",2011-05-16,22.202,10,6.101,"L",2,1,"HB"
"662",2011,5,17,22.753,3.354,"hobo",2011-05-17,22.753,10,6.3765,"L",2,1,"HB"
"703",2011,5,18,26.72,2.423,"hobo",2011-05-18,26.72,10,8.36,"L",2,1,"HB"
"744",2011,5,19,11.321,7.519,"hobo",2011-05-19,11.321,10,0.660499999999999,"L",2,1,"HB"
"785",2011,5,20,23.328,7.419,"hobo",2011-05-20,23.328,10,6.664,"L",2,1,"HB"
"826",2011,5,21,25.162,7.569,"hobo",2011-05-21,25.162,10,7.581,"L",2,1,"HB"
"867",2011,5,22,22.872,6.914,"hobo",2011-05-22,22.872,10,6.436,"L",2,1,"HB"
"908",2011,5,23,15.008,8.941,"hobo",2011-05-23,15.008,10,2.504,"L",2,1,"HB"
"949",2011,5,24,13.954,7.519,"hobo",2011-05-24,13.954,10,1.977,"L",2,1,"HB"
"990",2011,5,25,14.29,6.889,"hobo",2011-05-25,14.29,10,2.145,"L",2,1,"HB"
"1031",2011,5,26,10.198,6.357,"hobo",2011-05-26,10.198,10,0.0990000000000002,"L",2,1,"HB"
"1072",2011,5,27,9.163,3.932,"hobo",2011-05-27,10,10,0,"L",2,1,"HB"
"1113",2011,5,28,12.243,3.932,"hobo",2011-05-28,12.243,10,1.1215,"L",2,1,"HB"
"1151",2011,5,29,24.847,2.262,"hobo",2011-05-29,24.847,10,7.4235,"L",2,1,"HB"
"1188",2011,5,30,21.151,4.636,"hobo",2011-05-30,21.151,10,5.5755,"L",2,1,"HB"
"1222",2011,5,31,23.857,5.024,"hobo",2011-05-31,23.857,10,6.9285,"L",2,1,"HB"
"2010",2011,6,1,20.222,7.015,"hobo",2011-06-01,20.222,10,5.111,"L",1,1,"HB"
"6110",2011,6,2,17.772,7.217,"hobo",2011-06-02,17.772,10,3.886,"L",1,1,"HB"
"10210",2011,6,3,24.291,7.645,"hobo",2011-06-03,24.291,10,7.1455,"L",1,1,"HB"
"1431",2011,6,4,26.549,9.928,"hobo",2011-06-04,26.549,10,8.2745,"L",1,1,"HB"
"1841",2011,6,5,27.702,7.77,"hobo",2011-06-05,27.702,10,8.851,"L",1,1,"HB"
"2241",2011,6,6,15.103,12.171,"hobo",2011-06-06,15.103,12.171,3.637,"L",1,0,"HB"
"2641",2011,6,7,14.649,10.418,"hobo",2011-06-07,14.649,10.418,2.5335,"L",1,0,"HB"
"3041",2011,6,8,13.93,8.891,"hobo",2011-06-08,13.93,10,1.965,"L",1,1,"HB"
"344",2011,6,9,21.843,8.095,"hobo",2011-06-09,21.843,10,5.9215,"L",1,1,"HB"
"384",2011,6,10,20.031,7.318,"hobo",2011-06-10,20.031,10,5.0155,"L",1,1,"HB"
"423",2011,6,11,17.272,8.469,"hobo",2011-06-11,17.272,10,3.636,"L",1,1,"HB"
"462",2011,6,12,24.484,7.041,"hobo",2011-06-12,24.484,10,7.242,"L",1,1,"HB"
"501",2011,6,13,19.865,8.618,"hobo",2011-06-13,19.865,10,4.9325,"L",1,1,"HB"
